ZCR,RMS,Centroide,Ancho_Banda,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20
0.16886220079787234,0.01630419,2797.235133025662,2195.386679221527,-549.1363,34.137142,-2.124167,7.827911,-3.1393359,-1.8503054,2.7024767,-2.6824894,-1.6934845,-2.974913,-5.0460463,-1.5613381,-6.204647,-3.8496711,-4.1002946,-2.727143,-4.42054,-2.2886755,-3.9844618,-1.049877
