ZCR,RMS,Centroide,Ancho_Banda,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,Etiqueta
0.4016892453457447,0.03163778,3471.9863825619755,2154.188850519854,-255.80571,16.369656,-7.651942,10.409836,-1.7672535,-10.4082365,-2.599933,-3.185189,-1.9776454,-0.8187819,-3.225701,-2.1337326,-1.8903382,-1.4476596,-2.7770994,-2.815496,-1.6797563,-2.99122,-1.8719679,-2.033487,berenjena
0.268804022606383,0.018712493,2655.4841611223083,1996.3444459905347,-523.5307,41.99332,-14.50782,15.691838,-12.64839,-12.991961,-3.2568412,-8.130733,-2.438084,-7.572922,-6.704933,-6.241683,-7.679214,-5.994058,-8.7023,-4.3786983,-8.64985,-5.4777784,-5.408404,-5.4119215,berenjena
0.2598435422207447,0.019541766,2384.4207865173585,1805.8838247086385,-531.67126,54.122414,-17.241905,18.24756,1.908155,-10.493315,-8.379347,-1.8176342,-9.524262,2.9743743,-9.167397,-0.53713197,-7.8657823,-3.6129117,-6.392596,-5.676269,-5.9480195,-3.8087766,-7.9931054,-5.5386143,berenjena
0.26520485101744184,0.020662468,2689.966273157778,2033.314929391753,-501.06396,41.500195,-14.691111,14.904906,-3.529634,-14.446827,-3.0916045,-7.3898754,-3.2566664,-2.7305102,-7.32848,-3.5044062,-7.8723,-4.0891294,-7.587654,-5.0638504,-4.714155,-6.251754,-5.4793386,-3.851466,berenjena
0.26467168898809523,0.019603312,2663.07072243258,2023.6130425889855,-516.30774,44.03377,-13.924811,15.149602,-3.486987,-14.608767,-3.3565798,-7.6252117,-3.1977277,-3.1100109,-7.606982,-3.7208395,-8.257832,-4.2681217,-7.8326373,-5.5413957,-5.841807,-7.1998386,-6.1835146,-4.372513,berenjena
0.3956948138297872,0.032457817,3417.67924599269,2148.360819498874,-255.0398,17.360249,-5.387463,13.120404,-1.2516198,-10.820464,-2.467482,-3.4265018,-2.21654,-1.8468412,-2.745136,-2.791135,-4.4042177,-3.0714738,-4.471446,-3.4650815,-2.7429528,-3.383993,-2.175347,-1.9873128,berenjena
0.25686710438829785,0.020477653,2608.147496301574,1981.496841149932,-524.0565,44.703423,-12.504517,20.695827,-14.058281,-13.4648905,-2.1214612,-8.00736,-1.6658459,-9.46679,-8.979583,-10.964441,-9.872228,-8.169594,-10.53229,-4.2400827,-9.662084,-4.4875026,-5.449264,-3.7262502,berenjena
0.2497298869680851,0.019155342,2358.103357424838,1792.0590060045697,-526.1338,55.681774,-18.50274,22.615242,2.350605,-11.069163,-8.614776,-2.1489205,-10.596614,3.7524164,-10.292567,0.27902612,-10.707255,-4.472597,-7.5966883,-8.379147,-6.327255,-5.459304,-7.569971,-6.6928153,berenjena
0.25307162972383723,0.019787224,2626.4344403459754,2007.964412062736,-522.6271,48.523643,-13.09155,21.151941,-3.2733364,-16.01322,-2.109959,-7.361585,-3.4996295,-4.223365,-8.900102,-5.4959927,-12.324578,-4.9869456,-11.514197,-5.7716126,-7.0238748,-7.9021835,-7.5237513,-4.477136,berenjena
0.25040457589285714,0.019479692,2615.1661345402163,2007.5528154996214,-504.11942,44.60119,-12.898056,20.130167,-3.5519497,-16.06354,-2.6034157,-7.549657,-3.405245,-3.87017,-8.057103,-5.107109,-11.110044,-4.5044985,-10.893679,-5.374814,-6.8564115,-7.3413086,-6.8541684,-3.7578752,berenjena
0.4184933926196808,0.024877904,3581.5092488981095,2188.968987832596,-266.3495,10.671713,-4.667601,11.056584,-1.1823629,-8.456066,-1.5526279,-2.885628,-1.4655262,-1.3928239,-3.326154,-1.9929553,-1.9082539,-2.9706807,-4.376303,-1.9977589,-2.8563728,-3.6377268,-1.5247363,-0.98944724,berenjena
0.2891871675531915,0.014684951,2779.5675324068548,2044.6871348229333,-582.8651,33.936966,-10.949092,19.894133,-13.082204,-12.292408,-0.33160034,-6.670071,-1.1113133,-7.5623527,-6.126262,-9.090693,-6.9887514,-9.22779,-6.4721317,-5.034621,-8.177376,-1.8438315,-3.543018,-4.100974,berenjena
0.2622330036569149,0.014234963,2505.266283656534,1879.829117437792,-588.6085,46.711826,-15.929873,23.585627,3.4179697,-10.584876,-6.8047867,-0.4139053,-7.9986444,4.3933353,-7.2588573,1.2963109,-8.743715,-1.0517678,-9.073184,-6.9164467,-4.526614,-5.3487773,-7.954796,-4.5626917,berenjena
0.2786155523255814,0.014320255,2799.2604332382093,2072.7242904102027,-567.0388,35.53157,-12.237354,21.106009,-2.9702168,-15.450929,-1.2660348,-6.619655,-1.9031764,-2.9092765,-5.7444363,-4.1045885,-7.1221986,-4.1272693,-9.996856,-2.7471142,-7.357968,-6.642827,-4.648871,-3.130411,berenjena
0.27263299851190476,0.014576094,2800.9979281481897,2082.8246765335784,-574.7055,36.84818,-11.357221,20.69973,-2.7626598,-14.7284,-0.6121822,-6.049333,-2.1614826,-2.754003,-5.250905,-4.1859655,-7.8691807,-4.478464,-10.313344,-3.3486927,-7.933146,-7.1574636,-4.6174664,-3.1717434,berenjena
0.4025307513297872,0.031510953,3462.6102005361554,2152.800190257581,-253.83228,15.688969,-7.298099,12.165624,-1.0652409,-8.757246,-1.0065829,-3.9156027,-2.2403898,-2.413556,-3.084599,-1.3263711,-2.8582,-2.7266974,-3.778514,-3.4831052,-2.0986829,-3.9667494,-2.9280457,-0.13483955,berenjena
0.286371758643617,0.019182034,2686.40449696137,1972.1053492864562,-526.7222,39.56991,-17.156702,19.975044,-13.011404,-10.38181,-3.894929,-10.262232,-4.442252,-10.230028,-4.756726,-7.6874375,-7.8367825,-8.008041,-9.7462225,-4.7096343,-7.544409,-5.3525896,-2.514761,-3.0112522,berenjena
0.26997278091755317,0.019217402,2411.5727416477343,1793.0894606482482,-522.7035,50.52726,-20.884195,19.384874,2.3681033,-10.661383,-4.5814323,-3.145832,-8.463466,0.58622336,-12.187704,0.065883905,-9.091954,-2.36013,-6.6709104,-5.6715913,-7.906306,-3.3062348,-6.636561,-7.329477,berenjena
0.28013717296511625,0.020492528,2714.534794322925,2007.854090346377,-517.24475,42.017265,-16.65318,19.291851,-2.648641,-13.992621,-1.0345296,-10.311086,-2.6173022,-7.3963323,-6.915729,-4.3900127,-8.579396,-4.23963,-9.08662,-6.262501,-5.431112,-5.9374866,-7.680336,-1.096186,berenjena
0.27431175595238094,0.019243184,2703.7736309720854,2010.6442880313061,-516.62555,41.863075,-16.577826,17.61658,-2.9448202,-13.70227,-0.7091937,-9.586185,-3.483971,-7.40452,-6.5291724,-3.7784796,-8.167792,-4.2943153,-9.017051,-6.5968585,-6.236472,-6.199618,-7.920433,-1.4428798,berenjena
0.40020881815159576,0.03239707,3435.936795131618,2137.0628700159164,-252.65753,17.114614,-8.039843,11.703598,-0.6806126,-9.061955,-2.039862,-3.7396376,-2.053285,-2.2274926,-3.5095696,-1.04476,-2.4075425,-3.0525663,-4.428862,-3.7674417,-1.6778811,-3.488283,-2.5460367,0.47629786,berenjena
0.27998774102393614,0.020545643,2677.2648536968804,1985.2781716150248,-522.52673,39.31913,-17.582224,17.967838,-11.691177,-11.651372,-4.6052117,-8.13717,-4.472083,-8.546494,-6.399811,-7.6376266,-8.631723,-8.917891,-10.397199,-5.4048867,-7.3574276,-4.274234,-1.169032,-4.6432095,berenjena
0.2682741855053192,0.019467264,2415.5646142993737,1803.2265711090747,-514.02155,50.016678,-22.459795,17.78058,1.3630317,-9.67554,-8.462497,-3.0901246,-8.864892,1.2590144,-9.851327,-1.1214672,-8.340024,-2.8545964,-6.477029,-6.1431794,-7.563367,-4.06022,-8.635716,-7.2223654,berenjena
0.27955804869186046,0.020003961,2721.1954022226887,2021.9438338443072,-521.6857,44.434204,-17.582579,17.30262,-3.022681,-13.820371,-4.1237855,-8.089808,-3.9449244,-5.2331448,-7.576711,-4.0686264,-7.7614074,-4.855183,-9.607056,-6.836855,-6.046246,-6.880676,-6.8670926,0.044928227,berenjena
0.28353794642857144,0.019383272,2742.3061185319266,2029.0925330457833,-516.61993,41.864796,-18.052551,16.73022,-3.077265,-13.979602,-4.1186595,-8.147799,-3.794411,-5.0336227,-6.8715878,-3.578445,-7.091749,-4.3834524,-9.48482,-6.9141517,-6.429053,-7.0685344,-6.7287927,0.14676699,berenjena
0.40847843251329785,0.02594607,3512.8312834190115,2182.1409398051437,-263.2143,14.156512,-6.194789,8.89072,-1.2621676,-9.071394,-1.6343731,-0.54414594,-1.2498505,-2.1158593,-2.9882984,-2.5620298,-3.3416471,-3.0208848,-3.8868642,-2.352479,-1.953163,-3.398757,-1.7857807,-0.316081,berenjena
0.2813279172207447,0.015412804,2715.1115452031163,1970.0802588615334,-558.76086,39.424072,-15.362094,17.046852,-12.01918,-10.063821,-2.618557,-5.1708765,-5.152792,-6.7828617,-5.9237456,-6.8201237,-7.442378,-8.705709,-7.613408,-4.9347486,-7.277051,-3.5560365,-1.994349,-3.4802356,berenjena
0.2705078125,0.015493905,2455.7800942509075,1802.179124900616,-538.0546,45.812107,-19.74971,16.200726,1.0128665,-9.943197,-7.186784,-1.9777055,-5.7799287,0.2067738,-7.623489,-1.1526742,-6.786282,-1.3433377,-7.2698307,-6.5167546,-6.1544476,-4.305673,-7.216213,-6.222423,berenjena
0.27769576671511625,0.015132913,2761.410109408536,2015.539957216029,-528.64484,39.22618,-16.565283,16.338165,-4.2013927,-13.40126,-3.0130804,-4.7854786,-2.9333205,-5.045387,-5.268733,-3.8521976,-5.6614323,-4.518649,-8.558855,-4.4442964,-5.0898166,-5.371318,-5.1687613,-0.8467505,berenjena
0.27836216517857143,0.0150029715,2758.033046158447,2026.7560317059683,-526.5624,38.576992,-15.448205,15.299633,-4.066305,-12.625011,-2.744305,-4.230115,-2.7673345,-4.843135,-4.9974966,-3.842008,-5.4994555,-5.1096716,-8.957992,-4.7819204,-5.784413,-6.242558,-5.886656,-1.6942384,berenjena
0.4010295462101064,0.031829048,3459.4466410274977,2153.0769549648894,-257.44296,15.986588,-7.001672,10.225283,-2.3951857,-10.5254345,-1.0174623,-0.5931423,-1.137332,-2.8729095,-3.200546,-2.0765789,-3.8663857,-2.866396,-3.8688033,-3.6045494,-1.6882625,-3.1253707,-1.9320139,-1.0857408,berenjena
0.2893637799202128,0.021109147,2734.359430504364,1983.12170750339,-516.4023,36.063854,-15.732075,16.832201,-14.589001,-11.748926,-2.3827233,-5.565598,-4.837542,-7.7103696,-5.199203,-8.026062,-8.043206,-7.155984,-7.1058164,-5.461883,-5.551717,-4.20315,-0.913663,-3.379976,berenjena
0.2671677609707447,0.01969409,2444.4544841838842,1800.5301002774463,-528.0466,48.415066,-19.184715,18.785236,1.1583458,-11.532888,-7.535478,-1.6351008,-5.7655096,0.09719481,-8.654504,-0.9032624,-7.741566,-3.7063482,-7.954621,-5.1542697,-7.46991,-4.658849,-7.168019,-6.776846,berenjena
0.28943722747093026,0.018393347,2778.592875036705,2006.5453701994327,-530.01587,41.797794,-16.612774,18.030376,-4.679388,-14.154695,-2.5677717,-5.3771396,-3.436368,-5.7815394,-5.89315,-4.3685102,-7.4661064,-5.522922,-7.6899443,-5.627147,-6.1753044,-4.9284897,-6.444872,-0.012950556,berenjena
0.29108072916666666,0.01910475,2778.8108373515192,2013.9225994340006,-536.5592,42.000275,-15.610963,17.576906,-4.949193,-14.697623,-2.9586518,-4.9622836,-3.3599124,-5.853317,-5.894994,-4.2515845,-7.6946726,-5.824421,-8.130695,-5.60291,-6.2814164,-5.349429,-6.656682,-0.48628014,berenjena
0.4100108045212766,0.031555526,3495.794851340627,2153.567679886615,-255.66522,15.803427,-7.5353913,11.01044,-1.350191,-9.967009,-2.064017,-2.4896598,-1.4634553,-1.7157385,-3.300282,-1.7908901,-2.3919144,-2.6357648,-3.612142,-2.5059996,-2.3983757,-2.9708252,-1.0391775,0.11440275,berenjena
0.2928440824468085,0.01930469,2765.9819447124382,2026.057773298763,-535.0718,36.361275,-15.254585,16.85356,-12.253008,-10.271683,-4.3259864,-7.2967515,-5.099458,-7.231688,-5.3201275,-5.841836,-7.9860682,-9.194078,-7.54476,-5.7814636,-6.491836,-4.7793303,-2.3945951,-3.7952259,berenjena
0.2772190824468085,0.018672809,2480.10002942041,1825.9376626908597,-541.01794,48.612648,-20.192831,17.845726,0.16241392,-7.686583,-7.781024,-2.5378995,-8.336905,0.2774319,-8.953362,-1.4596673,-7.210703,-1.1653558,-7.8441377,-5.603677,-7.031165,-4.5150857,-7.13862,-6.3065515,berenjena
0.2943484284156977,0.020032851,2811.0989927030546,2046.9302011443563,-524.3164,38.841034,-17.310654,16.254114,-3.8974175,-11.3324795,-3.6203368,-6.8927703,-4.498936,-5.059732,-6.3767705,-3.7500682,-5.112876,-4.9144707,-9.000758,-5.362417,-6.4590282,-5.3937454,-6.675729,-0.7483584,berenjena
0.2951264880952381,0.01903008,2802.1565294443703,2046.5186448461081,-527.4858,39.281025,-16.266281,16.058569,-4.434679,-12.8413315,-4.4715805,-7.1958904,-4.3144083,-5.1555924,-6.417013,-4.1885085,-5.896006,-5.289201,-9.228454,-5.3433604,-6.382781,-5.0947886,-6.62662,-1.0477594,berenjena
0.40770445478723405,0.028344084,3486.1629961488516,2162.4904506036382,-259.05316,15.55598,-6.6371555,9.918187,-1.537311,-10.185566,-1.7599046,-3.283216,-2.195213,-1.9148206,-4.2711663,-1.428661,-1.9182265,-3.3809934,-3.4128811,-2.2247384,-2.573359,-4.2443843,-1.8255458,-0.70869714,berenjena
0.2783982297207447,0.018455045,2681.6839470115774,1975.3751194830575,-525.6473,36.920944,-17.797049,16.457432,-12.5316305,-10.666995,-1.6677296,-10.656741,-3.2758002,-9.783901,-4.493734,-5.758891,-8.976715,-8.719489,-7.732589,-2.7565658,-7.597868,-4.1466346,-3.625009,-3.7794335,berenjena
0.2650847739361702,0.017708998,2409.4310298399137,1806.4550889778345,-529.21063,48.651382,-20.59285,16.241072,1.6738496,-11.784456,-4.4089456,-2.6304076,-9.019705,1.4615582,-11.490038,-1.5189878,-5.9834366,-1.5938962,-6.634003,-8.03798,-6.100879,-3.6092412,-6.522792,-4.1989684,berenjena
0.27829760174418605,0.01693521,2731.507141432125,2024.2459522655597,-536.7458,43.091515,-18.060858,15.614347,-4.0443234,-13.6839285,0.7914173,-8.343498,-4.236849,-5.431593,-7.810585,-1.0989528,-6.552469,-4.6482563,-10.258665,-5.2967496,-4.510816,-5.5258727,-5.2503047,-3.2468863,berenjena
0.2818684895833333,0.017603103,2755.0941785783793,2027.2953083283223,-533.7316,41.815346,-17.437475,16.090738,-3.900209,-14.026627,0.13635445,-8.696224,-4.354386,-6.0975666,-7.815047,-1.337786,-6.8792696,-4.7844925,-10.665122,-5.0618234,-4.5675898,-5.773134,-5.1437016,-3.18478,berenjena
0.40704995013297873,0.027863145,3486.842252496074,2159.0495984211684,-258.82455,15.550545,-6.2687078,10.919725,-0.6271296,-10.343532,-2.5318856,-2.5696735,-2.9578362,-1.6102725,-2.4766746,-2.498916,-2.092416,-1.9607961,-2.3803306,-1.7110078,-3.027873,-3.4761865,-1.7659745,-0.7799389,berenjena
0.29532704454787234,0.016805846,2728.0452059338795,1976.6918326899117,-543.67975,36.91808,-15.832764,17.823647,-12.151054,-11.9195795,-3.841167,-6.51502,-4.8406324,-7.3082905,-6.1712985,-5.9263215,-6.574179,-6.500989,-6.8817625,-4.762119,-5.671692,-3.75149,-2.5446975,-3.886438,berenjena
0.2774580285904255,0.016783452,2449.208141683255,1797.7440053788705,-554.5446,50.492935,-20.312387,19.634422,2.3943188,-8.987489,-8.969524,-1.9025447,-7.9603553,0.2387452,-8.692908,-1.1204851,-7.506087,-2.1539803,-6.6963124,-4.0983076,-5.97534,-3.6693377,-5.96542,-4.7569532,berenjena
0.3015647710755814,0.016151173,2789.3880120602294,2007.4796442763165,-551.2485,42.00347,-17.958696,18.216133,-2.9810324,-13.830849,-4.2709594,-5.7279973,-4.4464073,-4.987474,-6.566715,-4.012272,-6.5509887,-4.1696043,-6.8573284,-4.477348,-5.633547,-4.642616,-5.3242764,-0.7549464,berenjena
0.2922293526785714,0.016691528,2767.74985149671,2017.374106511242,-553.7076,42.464615,-16.222582,17.86311,-2.808872,-12.93367,-4.0024962,-6.1960344,-4.9843106,-5.0824814,-6.4713902,-4.6000586,-6.7655373,-4.2463717,-7.0376563,-4.748173,-6.080543,-4.608147,-5.305797,-1.0836933,berenjena
0.3977414394946808,0.031331863,3446.617736346959,2172.660900634941,-257.59177,16.87543,-4.245595,10.42484,-0.7970822,-8.890829,-0.6181559,-1.6384869,-2.054914,-1.8335819,-4.1773086,-3.6240704,-2.583281,-2.2092738,-3.6964972,-3.371332,-3.7679908,-2.7622151,-1.1073265,-0.7868359,berenjena
0.28360829454787234,0.018936902,2743.135686326501,2059.905692706736,-529.2561,38.936073,-8.840039,15.64782,-9.862717,-9.783419,-0.6196818,-7.5034275,-5.479758,-9.290152,-8.73805,-7.0082726,-6.954464,-7.340219,-7.9596357,-4.946905,-4.0062637,-2.651189,-4.155026,-4.308771,berenjena
0.2672145113031915,0.019153107,2448.19589769337,1855.1939912422515,-510.8217,45.35382,-13.455434,17.097034,1.7400571,-8.024527,-6.40656,1.3060442,-7.988075,1.9434234,-8.931926,-1.9586868,-9.4529505,-2.2993884,-7.465765,-4.37368,-7.7727566,-5.5440516,-6.487067,-4.003466,berenjena
0.2865870276162791,0.019583082,2814.045992749687,2102.2901874405907,-516.9019,38.99815,-10.678563,14.97681,-2.5448334,-12.52971,-1.3122015,-4.909374,-4.486155,-5.2373295,-8.555069,-5.516326,-7.2241616,-4.4088106,-8.188469,-5.7161374,-6.8153787,-3.2861338,-3.9815521,-1.4592006,berenjena
0.2854864211309524,0.018864635,2811.3642139703957,2099.6652575338053,-512.3819,38.137924,-9.823746,14.608827,-2.4372058,-12.412188,-0.6286505,-3.8730485,-3.9926808,-5.181201,-7.940954,-5.5385265,-7.471389,-4.6110396,-8.110304,-5.6148496,-7.159427,-3.7729385,-4.058378,-1.637734,berenjena
0.3980790807845745,0.02955824,3449.630262005785,2162.9126669098323,-258.21237,16.572153,-6.8349648,9.889411,0.08839133,-9.267888,-1.40288,-2.3735018,-1.5977614,-1.6596087,-4.0928035,-3.8157904,-3.0174003,-3.040207,-4.6615047,-3.5967155,-2.896186,-2.9945436,-1.087086,0.64830524,berenjena
0.2736608626994681,0.017747762,2682.3733940388547,2001.3182439972381,-511.63882,35.10331,-16.73796,15.888199,-9.003106,-9.940931,-1.4314134,-8.632641,-3.1547234,-8.533044,-6.9202194,-7.924943,-7.4261975,-9.068192,-8.292111,-4.2954116,-4.9750543,-2.2673738,-1.7452264,-3.412166,berenjena
0.2575527759308511,0.017065244,2401.7321708952345,1815.195549405863,-520.89044,47.608597,-19.924625,15.269819,3.8044915,-8.539796,-4.4384646,-1.3432407,-8.5665865,1.470319,-8.46976,-1.5736079,-8.75543,-2.9934487,-7.126634,-6.938626,-7.035106,-5.003529,-6.760496,-5.122748,berenjena
0.2813976199127907,0.01760473,2727.2538665592438,2025.6079241770008,-527.4398,41.7509,-17.585625,15.267706,-0.640338,-12.202808,-0.41117805,-7.4218283,-3.633948,-4.1769123,-7.2843266,-5.1494784,-8.184822,-4.567739,-9.870322,-5.9310904,-6.172333,-5.517178,-5.151279,-0.7246265,berenjena
0.2695126488095238,0.017558524,2710.617030877313,2035.1121218898143,-507.636,38.894196,-16.343317,14.740562,-0.7617343,-11.965051,0.1795162,-7.0160446,-4.1105676,-4.2825055,-7.1187716,-5.4800873,-7.983655,-5.110342,-9.590967,-6.0001836,-5.8842106,-5.263945,-4.5922856,-0.52438086,berenjena
0.41854533743351063,0.026445912,3546.1624241691848,2172.016759400057,-261.1028,13.186337,-7.180007,8.917255,0.09773611,-7.8808527,-0.9479723,-2.1854334,-1.2408336,-1.0417266,-3.0893986,-2.3402221,-2.5075374,-3.2106655,-4.565794,-3.7867944,-2.5020576,-2.8369856,-1.9981407,-0.2521596,berenjena
0.2172384059175532,0.015007576,2435.266238897447,2028.6246580282939,-546.7628,44.505272,-7.849312,16.606329,-8.098127,-9.67272,-2.8012836,-9.435265,-4.723748,-9.196272,-7.148283,-6.0281086,-7.33639,-9.562503,-9.212779,-5.731392,-5.762168,-5.386259,-3.9047198,-5.3664784,berenjena
0.21088036070478725,0.015586729,2204.6026006185125,1860.9749814334473,-543.20294,52.272198,-11.914806,17.902285,3.5978985,-6.006045,-5.9156284,-0.5609972,-8.736818,2.5229511,-9.128946,-2.623654,-8.703013,-1.7644953,-7.0110507,-4.7399616,-7.498609,-4.4842687,-6.687816,-6.2829127,berenjena
0.2149913699127907,0.015644144,2480.1230369516084,2080.4465835032424,-534.8305,44.39957,-9.475658,15.9854,0.07023768,-10.452103,-1.2807105,-6.92629,-4.0893507,-4.347768,-8.481845,-4.7482276,-6.962274,-5.1898923,-9.506909,-6.276659,-6.9129624,-4.6997833,-6.466185,-1.3524123,berenjena
0.21682942708333333,0.015952865,2472.500822983538,2077.069018808703,-533.93036,43.768066,-8.469269,15.729871,-0.37524933,-10.685609,-1.0105131,-6.322699,-4.1575828,-4.657914,-8.31322,-5.087259,-7.2406406,-4.816585,-8.881251,-6.327134,-7.373585,-5.0842648,-6.727712,-1.9145601,berenjena
0.40582924700797873,0.030484933,3491.5142178727942,2163.78556011424,-258.69348,14.737312,-7.6167345,11.042308,-0.23338762,-8.742098,-1.0983571,-2.4142709,-0.42687112,-1.60276,-3.6359675,-2.2422135,-3.253481,-3.1958985,-4.019167,-2.9474459,-2.738079,-3.7167358,-1.20386,-0.14364584,berenjena
0.2448262965425532,0.018239766,2562.1394427178734,1992.8507144206167,-535.8465,42.47359,-15.117907,18.264105,-9.688597,-9.589945,-2.1693149,-6.901581,-0.8801456,-9.967801,-6.7368574,-8.440961,-8.331538,-8.54921,-6.714106,-4.02046,-6.021217,-4.413256,-4.5256863,-6.0119953,berenjena
0.21980967420212766,0.01809601,2291.1517299167635,1818.2424082840332,-522.3317,50.96303,-18.039484,17.05864,3.452727,-9.25657,-4.9194818,-3.441724,-6.512607,3.467202,-8.988844,-0.59259826,-8.499812,-3.0188103,-8.4642105,-7.057343,-7.452027,-5.0005975,-6.2970862,-4.95455,berenjena
0.2381336300872093,0.018627347,2585.3337550971187,2036.0158320364683,-527.7485,45.181515,-15.487184,16.859789,-1.4365257,-12.73448,-1.7122189,-7.6417036,0.12967362,-4.24007,-7.7905345,-4.8925223,-8.648152,-6.2986856,-10.623636,-5.544837,-6.5014677,-4.7999663,-5.7128315,-1.7965239,berenjena
0.23465401785714285,0.018334178,2592.4884956808096,2046.4205600759126,-509.2196,41.594055,-14.962264,15.664335,-1.1981658,-12.220221,-1.3822359,-7.694055,0.18161675,-4.096996,-7.2702394,-4.8802733,-8.120115,-5.793861,-9.984854,-5.2237196,-6.1185293,-4.647516,-5.177459,-1.7426041,berenjena
0.3991127825797872,0.02876962,3471.9578122734056,2173.925953662423,-260.10806,14.998534,-6.6890254,10.174252,0.56626123,-8.547474,-1.4777528,-3.39896,-2.448678,-1.5430983,-3.662956,-2.6469352,-2.9147274,-3.1152127,-4.117643,-3.810899,-3.0898051,-3.061493,-1.9440774,0.12416716,berenjena
0.2855510305851064,0.01739729,2704.482257972883,2006.2560553054893,-540.51135,36.013798,-14.269667,16.784616,-9.275971,-11.177514,-2.1325262,-8.087431,-3.4618106,-9.102625,-6.3605165,-7.98039,-8.567821,-8.7170315,-8.063431,-4.57447,-5.1847906,-3.2323112,-2.307082,-1.8041633,berenjena
0.26514710771276595,0.018278306,2433.7479625279047,1839.47107361994,-528.17896,44.666622,-17.625164,15.248334,3.5452595,-9.234665,-6.188802,-2.2233956,-7.723949,2.4642298,-9.763186,0.0710486,-7.5951686,-2.0224311,-8.146505,-6.5663505,-7.853755,-5.601619,-5.790095,-6.4474564,berenjena
